id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
76095,7.0,1.0,1.0,1.0,27.0,96.79,0.18,5.63,19.93,583.79,0.03,32.43,5,0,0,0,6.0,8.0,17.0,10.0,1.0,True
76096,32.0,4.0,3.0,4.0,124.0,583.92,0.04,22.5,25.52,13880.6,0.19,771.14,25,0,4,0,13.0,14.0,70.0,52.0,7.0,False
76097,24.0,2.0,1.0,2.0,46.0,213.62,0.13,7.88,30.59,1460.91,0.07,81.16,20,0,2,0,14.0,16.0,29.0,17.0,3.0,False
76098,10.0,2.0,1.0,2.0,19.0,70.31,0.29,3.43,20.51,259.02,0.02,14.39,5,0,1,0,6.0,7.0,7.0,8.0,3.0,False
76099,4.0,1.0,1.0,1.0,7.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5.0,1.0,6.0,1.0,1.0,False
76100,7.0,1.0,1.0,1.0,19.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4,0,1,0,4.0,7.0,11.0,8.0,1.0,False
76101,87.0,12.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,False
76102,24.0,6.0,6.0,2.0,54.0,253.82,0.08,13.33,19.31,3352.01,0.08,186.22,16,1,4,0,12.0,9.0,31.0,23.0,11.0,False
76103,26.0,1.0,1.0,1.0,116.0,590.73,0.09,11.5,45.47,7009.75,0.19,389.43,13,0,7,0,8.0,16.0,71.0,45.0,1.0,False
76104,8.0,2.0,1.0,2.0,27.0,102.8,0.18,5.42,17.76,462.59,0.03,25.7,6,0,0,0,7.0,6.0,14.0,10.0,3.0,False
76105,198.0,21.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,41.0,True
76106,84.0,16.0,8.0,5.0,255.0,1153.51,0.01,79.69,29.97,91920.19,0.38,5106.68,62,2,13,0,23.0,23.0,170.0,85.0,31.0,True
76107,4.0,2.0,1.0,1.0,15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,2,0,0,0,7.0,6.0,9.0,5.0,3.0,False
76108,41.0,5.0,1.0,4.0,149.0,787.52,0.03,24.8,29.96,19242.09,0.26,1069.01,36,3,2,0,16.0,23.0,95.0,70.0,9.0,False
76109,10.0,1.0,1.0,1.0,14.0,46.51,0.29,3.5,13.32,163.12,0.02,9.06,4,1,3,0,7.0,5.0,8.0,6.0,1.0,False
76110,8.0,1.0,1.0,1.0,20.0,80.0,0.18,5.6,13.71,466.67,0.03,25.93,4,0,2,0,11.0,5.0,14.0,6.0,1.0,False
76111,24.0,5.0,4.0,4.0,74.0,366.61,0.07,15.0,23.24,5781.54,0.12,321.2,20,0,2,0,15.0,15.0,41.0,33.0,9.0,False
76112,17.0,2.0,1.0,2.0,43.0,185.84,0.13,7.92,22.67,1517.45,0.06,84.42,10,0,3,0,10.0,10.0,27.0,16.0,3.0,False
76113,12.0,3.0,3.0,1.0,32.0,142.62,0.11,9.38,15.45,1244.1,0.05,69.12,10,0,0,0,15.0,8.0,22.0,10.0,5.0,False
76114,15.0,4.0,3.0,2.0,39.0,162.63,0.07,15.0,10.15,2332.0,0.05,129.56,11,2,1,0,10.0,6.0,25.0,14.0,7.0,False
76115,14.0,4.0,3.0,3.0,41.0,185.47,0.11,8.73,21.25,1618.61,0.06,89.92,6,5,2,0,12.0,11.0,25.0,16.0,7.0,False
76116,34.0,7.0,6.0,6.0,135.0,718.46,0.04,26.25,29.18,20249.24,0.24,1124.96,24,5,7,0,21.0,20.0,84.0,55.0,13.0,False
76117,18.0,2.0,1.0,2.0,56.0,260.06,0.13,7.77,33.96,2124.09,0.09,118.0,13,0,3,0,9.0,15.0,33.0,23.0,3.0,False
76118,9.0,1.0,1.0,1.0,47.0,122.62,0.07,13.8,9.26,1542.2,0.04,85.68,5,0,1,0,13.0,5.0,27.0,10.0,1.0,False
76119,27.0,2.0,1.0,2.0,50.0,226.18,0.14,7.31,30.95,1652.84,0.08,91.82,16,11,5,0,10.0,13.0,31.0,19.0,3.0,False
76120,26.0,4.0,1.0,2.0,108.0,549.45,0.06,17.37,30.37,9430.39,0.18,523.9,19,0,5,0,18.0,19.0,68.0,40.0,7.0,False
76121,21.0,3.0,3.0,3.0,44.0,196.21,0.12,8.33,22.76,1835.1,0.07,101.95,15,0,5,0,10.0,9.0,29.0,15.0,5.0,False
76122,51.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
76123,20.0,5.0,1.0,5.0,74.0,383.78,0.06,17.14,18.79,7195.88,0.13,399.77,17,0,1,0,19.0,14.0,48.0,26.0,9.0,False
76124,58.0,26.0,24.0,8.0,253.0,1404.19,0.03,32.49,42.55,57612.92,0.47,3200.72,41,1,10,0,23.0,32.0,153.0,96.0,51.0,False
76125,13.0,1.0,1.0,1.0,31.0,131.69,0.21,4.82,26.15,592.96,0.04,32.38,7,0,4,0,8.0,11.0,18.0,13.0,1.0,False
76126,17.0,4.0,4.0,3.0,110.0,524.66,0.05,20.5,24.82,10247.28,0.17,569.29,14,0,1,0,11.0,11.0,73.0,37.0,7.0,True
76127,6.0,1.0,1.0,1.0,35.0,151.27,0.15,6.67,24.38,664.82,0.05,36.27,4,0,0,0,8.0,12.0,21.0,16.0,1.0,False
76128,14.0,2.0,1.0,2.0,29.0,120.93,0.13,7.5,15.23,908.35,0.04,50.46,9,0,3,0,9.0,6.0,19.0,10.0,3.0,False
76129,11.0,2.0,1.0,1.0,21.0,77.71,0.13,7.88,9.87,779.32,0.03,43.3,7,0,2,0,7.0,4.0,14.0,7.0,3.0,False
76130,8.0,1.0,1.0,1.0,32.0,125.02,0.1,9.9,11.37,1172.07,0.04,65.11,5,0,1,0,11.0,5.0,19.0,9.0,1.0,False
76131,83.0,18.0,11.0,12.0,236.0,1312.47,0.03,27.91,42.91,39951.55,0.44,2219.53,66,6,9,0,24.0,27.0,136.0,100.0,35.0,True
76132,8.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,4,0,0,0,3.0,1.0,3.0,1.0,1.0,True
76133,33.0,5.0,1.0,5.0,159.0,857.87,0.04,25.78,32.65,21044.74,0.29,1169.15,26,0,3,0,16.0,21.0,105.0,64.0,9.0,False
76134,14.0,4.0,1.0,2.0,25.0,92.51,0.09,11.0,9.25,925.11,0.03,51.39,10,0,2,0,10.0,5.0,12.0,11.0,7.0,False
76135,67.0,11.0,12.0,6.0,158.0,878.7,0.03,29.92,29.33,26258.54,0.29,1458.81,48,5,11,0,19.0,18.0,115.0,53.0,21.0,True
76136,35.0,6.0,4.0,4.0,95.0,461.25,0.07,14.17,33.87,7969.79,0.15,441.27,25,3,4,0,15.0,18.0,58.0,37.0,11.0,False
76137,78.0,9.0,4.0,7.0,175.0,1025.3,0.03,33.21,33.44,24432.66,0.34,1357.37,50,1,12,0,19.0,23.0,118.0,62.0,17.0,True
76138,14.0,3.0,3.0,2.0,41.0,185.47,0.1,9.6,19.64,1716.73,0.06,95.37,10,0,2,0,11.0,10.0,25.0,16.0,5.0,False
76139,30.0,3.0,1.0,3.0,56.0,249.73,0.1,10.0,24.04,2627.1,0.08,145.95,26,0,0,0,11.0,10.0,36.0,20.0,5.0,False
76140,30.0,4.0,3.0,1.0,77.0,377.83,0.05,19.2,19.26,7990.75,0.13,444.38,25,0,3,0,17.0,10.0,53.0,24.0,7.0,False
76141,12.0,1.0,1.0,1.0,27.0,105.49,0.13,7.7,13.19,758.93,0.04,42.16,6,1,2,0,9.0,5.0,20.0,7.0,1.0,False
76142,11.0,2.0,1.0,2.0,26.0,92.51,0.16,6.25,13.73,539.65,0.03,29.98,9,0,0,0,5.0,4.0,14.0,10.0,3.0,False
76143,20.0,3.0,1.0,2.0,61.0,272.03,0.09,11.67,23.32,3161.49,0.09,175.64,15,0,3,0,10.0,12.0,33.0,28.0,5.0,False
76144,16.0,2.0,1.0,2.0,34.0,149.34,0.16,6.36,23.47,950.34,0.05,52.8,10,1,2,0,10.0,11.0,21.0,13.0,3.0,False
76145,130.0,21.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,41.0,True
76146,15.0,3.0,1.0,1.0,36.0,147.15,0.15,6.55,23.43,959.47,0.05,53.3,12,0,1,0,9.0,11.0,20.0,16.0,5.0,False
76147,14.0,3.0,1.0,2.0,36.0,150.12,0.16,6.36,23.47,950.34,0.05,52.8,10,0,2,0,10.0,11.0,22.0,14.0,5.0,False
76148,40.0,3.0,1.0,3.0,148.0,846.21,0.06,17.33,47.94,14910.2,0.28,828.34,33,0,5,0,16.0,27.0,87.0,65.0,5.0,False
76149,23.0,4.0,1.0,3.0,47.0,215.49,0.1,10.29,19.44,2180.22,0.07,121.12,12,3,3,0,12.0,12.0,28.0,19.0,7.0,False
76150,11.0,3.0,1.0,3.0,27.0,116.69,0.14,7.0,17.28,833.99,0.04,46.33,9,0,0,0,8.0,9.0,16.0,14.0,5.0,False
76151,18.0,4.0,1.0,2.0,40.0,175.69,0.14,7.33,26.47,1694.2,0.06,94.12,13,0,5,0,12.0,12.0,24.0,16.0,7.0,True
76152,11.0,2.0,1.0,2.0,26.0,114.2,0.13,7.5,14.28,774.04,0.04,43.0,8,0,1,0,9.0,8.0,16.0,10.0,3.0,False
76153,96.0,15.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,False
76154,23.0,1.0,1.0,1.0,100.0,524.66,0.11,9.38,57.3,8525.76,0.17,473.65,13,1,4,0,8.0,16.0,60.0,40.0,1.0,False
76155,73.0,12.0,4.0,12.0,242.0,1447.91,0.04,27.36,49.31,40702.66,0.48,2261.26,62,0,5,0,33.0,44.0,148.0,99.0,21.0,True
76156,46.0,9.0,5.0,7.0,154.0,855.71,0.04,28.28,29.46,21996.08,0.29,1222.0,39,0,3,0,15.0,16.0,94.0,60.0,17.0,False
76157,19.0,4.0,1.0,4.0,49.0,224.66,0.08,12.0,17.17,2513.97,0.07,139.66,14,2,1,0,12.0,9.0,30.0,18.0,7.0,False
76158,15.0,2.0,1.0,2.0,25.0,106.2,0.2,4.29,21.59,477.89,0.04,26.55,10,3,0,0,7.0,7.0,15.0,10.0,3.0,False
76159,74.0,13.0,1.0,13.0,265.0,1635.03,0.03,33.91,46.95,60796.23,0.55,3377.57,62,5,8,0,21.0,34.0,163.0,96.0,24.0,True
76160,237.0,35.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,69.0,True
76161,25.0,4.0,1.0,3.0,60.0,288.44,0.06,16.0,19.08,4883.23,0.1,271.29,20,1,2,0,16.0,12.0,38.0,24.0,7.0,False
76162,4.0,1.0,1.0,1.0,11.0,33.22,0.33,3.0,9.49,116.27,0.01,6.46,2,0,0,0,6.0,3.0,8.0,3.0,1.0,False
76163,113.0,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,False
76164,14.0,2.0,1.0,1.0,32.0,133.44,0.13,7.86,17.57,1255.79,0.04,69.77,7,2,3,0,12.0,7.0,21.0,10.0,3.0,True
76165,12.0,3.0,3.0,1.0,22.0,83.76,0.17,6.0,11.95,562.94,0.03,31.27,7,1,2,0,8.0,5.0,12.0,10.0,5.0,False
76166,62.0,6.0,3.0,3.0,120.0,638.63,0.04,27.5,21.6,14583.21,0.21,810.18,31,14,9,5,19.0,14.0,75.0,45.0,11.0,False
76167,42.0,4.0,1.0,4.0,92.0,479.27,0.08,12.8,38.17,6141.15,0.16,341.17,27,6,5,0,14.0,20.0,54.0,38.0,7.0,False
76168,25.0,3.0,1.0,2.0,63.0,309.13,0.09,10.84,29.44,3521.25,0.1,195.63,17,2,4,0,14.0,16.0,33.0,26.0,5.0,False
76169,62.0,11.0,11.0,5.0,104.0,520.0,0.04,27.04,19.23,14060.0,0.18,781.11,18,0,15,0,19.0,13.0,76.0,37.0,21.0,True
76170,48.0,9.0,3.0,7.0,166.0,971.34,0.05,21.81,42.35,21081.02,0.32,1171.96,34,3,8,0,21.0,39.0,88.0,78.0,17.0,False
76171,5.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,108.97,0.01,6.05,3,0,0,0,4.0,5.0,6.0,5.0,1.0,False
76172,30.0,7.0,7.0,1.0,90.0,395.31,0.05,20.42,19.93,8337.58,0.13,463.75,26,0,2,0,13.0,12.0,49.0,41.0,13.0,False
76173,74.0,8.0,1.0,6.0,152.0,845.66,0.05,21.75,37.6,16016.87,0.28,889.83,46,6,34,6,20.0,24.0,98.0,58.0,15.0,True
76174,40.0,13.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,False
76175,78.0,9.0,4.0,5.0,108.0,524.66,0.06,16.97,34.99,9793.69,0.19,544.09,40,19,10,0,17.0,29.0,65.0,45.0,17.0,True
76176,130.0,12.0,3.0,9.0,548.0,3123.84,0.02,40.76,88.18,140300.03,1.04,7794.45,96,7,19,8,21.0,54.0,277.0,177.0,23.0,True
76177,23.0,6.0,3.0,2.0,100.0,495.42,0.05,18.28,25.78,8944.63,0.15,496.92,13,2,3,3,17.0,16.0,61.0,33.0,11.0,False
76178,37.0,5.0,1.0,5.0,99.0,485.78,0.08,12.74,41.02,6574.8,0.16,365.27,34,0,1,0,13.0,19.0,59.0,40.0,9.0,False
76179,17.0,4.0,1.0,4.0,49.0,224.66,0.14,7.06,28.12,1716.63,0.07,95.37,13,0,2,0,9.0,12.0,30.0,19.0,7.0,False
76180,36.0,2.0,1.0,2.0,90.0,466.15,0.08,12.78,38.9,5694.85,0.16,316.38,23,6,4,0,14.0,16.0,61.0,29.0,3.0,True
76181,22.0,3.0,1.0,2.0,38.0,174.23,0.08,12.0,13.61,2260.7,0.06,125.59,16,0,4,0,12.0,8.0,24.0,16.0,5.0,True
76182,16.0,3.0,1.0,3.0,64.0,310.0,0.08,12.6,23.93,3854.0,0.1,214.11,11,0,3,0,16.0,15.0,39.0,25.0,5.0,False
76183,56.0,10.0,5.0,10.0,141.0,750.39,0.05,17.27,40.03,18015.85,0.25,1000.88,46,0,7,0,13.0,23.0,85.0,65.0,19.0,False
76184,8.0,2.0,1.0,1.0,23.0,83.05,0.29,3.5,24.52,365.51,0.03,20.31,5,1,0,0,7.0,8.0,13.0,10.0,3.0,False
76185,11.0,1.0,1.0,1.0,20.0,80.0,0.17,5.83,11.72,441.67,0.03,24.54,6,0,1,0,7.0,6.0,14.0,8.0,1.0,False
76186,8.0,3.0,3.0,2.0,34.0,144.43,0.13,7.22,19.1,1092.25,0.05,60.68,4,0,2,0,10.0,9.0,19.0,13.0,5.0,False
76187,48.0,3.0,1.0,3.0,147.0,787.52,0.09,11.72,71.94,6889.27,0.26,382.74,36,0,10,0,11.0,33.0,76.0,60.0,5.0,True
76188,37.0,5.0,1.0,4.0,67.0,318.58,0.09,11.88,26.83,3783.11,0.11,210.17,29,1,5,0,15.0,12.0,48.0,19.0,9.0,True
76189,28.0,3.0,1.0,3.0,72.0,349.77,0.16,6.13,57.38,1989.87,0.12,110.55,23,0,3,0,8.0,23.0,40.0,32.0,5.0,False
76190,7.0,2.0,1.0,1.0,16.0,59.21,0.19,5.25,10.53,284.19,0.02,15.79,4,0,1,0,7.0,4.0,9.0,6.0,3.0,False
76191,32.0,6.0,3.0,2.0,67.0,322.09,0.08,13.2,22.82,4323.1,0.11,240.17,24,1,2,0,16.0,15.0,40.0,27.0,11.0,False
76192,9.0,2.0,1.0,2.0,30.0,125.1,0.19,5.32,24.38,689.54,0.04,38.31,6,1,1,0,9.0,11.0,16.0,13.0,3.0,False
76193,45.0,9.0,4.0,2.0,132.0,692.73,0.04,26.71,25.16,12171.89,0.23,676.99,34,2,8,0,19.0,14.0,84.0,46.0,17.0,False
76194,37.0,6.0,3.0,6.0,76.0,376.52,0.08,11.81,31.19,3717.69,0.13,206.56,27,0,6,0,13.0,16.0,41.0,27.0,11.0,False
76195,48.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
76196,10.0,3.0,1.0,3.0,27.0,110.36,0.16,6.19,18.0,788.3,0.04,43.79,6,0,2,0,9.0,8.0,15.0,11.0,5.0,True
76197,83.0,19.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,True
76198,27.0,3.0,1.0,3.0,104.0,549.45,0.06,16.07,34.59,8059.98,0.18,447.78,21,0,4,0,14.0,19.0,74.0,40.0,5.0,False
76199,20.0,3.0,1.0,3.0,60.0,278.63,0.12,8.44,28.43,2256.23,0.09,125.35,14,0,4,0,13.0,16.0,30.0,22.0,5.0,False
76200,11.0,1.0,1.0,1.0,30.0,125.0,0.5,2.0,53.0,232.0,0.04,12.67,7,0,2,0,4.0,12.0,15.0,15.0,1.0,False
76201,16.0,4.0,1.0,2.0,28.0,118.94,0.13,7.56,16.27,899.5,0.04,49.94,11,0,3,0,9.0,8.0,19.0,11.0,7.0,False
76202,11.0,2.0,1.0,2.0,44.0,199.04,0.11,8.73,22.81,1737.05,0.07,96.5,6,0,3,0,12.0,11.0,28.0,16.0,3.0,True
76203,84.0,11.0,5.0,9.0,457.0,2762.29,0.04,28.27,103.27,54520.57,0.92,3084.37,68,10,9,5,27.0,84.0,268.0,182.0,21.0,True
76204,10.0,2.0,1.0,2.0,27.0,110.36,0.14,7.31,15.09,807.02,0.04,44.83,7,0,1,0,11.0,8.0,17.0,13.0,3.0,False
76205,34.0,8.0,6.0,6.0,125.0,625.0,0.03,33.33,19.67,18604.46,0.21,1033.57,27,0,5,0,20.0,14.0,88.0,42.0,15.0,False
76206,21.0,2.0,1.0,1.0,36.0,150.12,0.16,6.4,23.46,960.75,0.05,53.38,13,6,3,0,7.0,10.0,20.0,16.0,3.0,True
76207,32.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,9.0,False
76208,12.0,3.0,1.0,3.0,47.0,215.49,0.15,6.5,28.65,1426.66,0.07,79.26,8,0,2,0,9.0,12.0,25.0,21.0,5.0,False
76209,11.0,2.0,1.0,2.0,29.0,123.19,0.13,7.56,16.14,917.55,0.04,50.97,8,0,1,0,11.0,9.0,18.0,11.0,3.0,False
76210,25.0,4.0,1.0,2.0,50.0,229.25,0.11,8.93,26.7,2189.4,0.08,121.63,20,0,3,0,13.0,14.0,29.0,21.0,7.0,False
76211,34.0,6.0,5.0,4.0,107.0,590.73,0.05,22.17,27.29,12754.41,0.2,708.58,23,2,6,0,21.0,18.0,69.0,38.0,11.0,False
76212,123.0,12.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
76213,56.0,9.0,3.0,7.0,135.0,727.96,0.05,20.24,35.0,13933.68,0.24,774.09,46,3,3,0,19.0,25.0,81.0,54.0,17.0,True
76214,23.0,4.0,1.0,4.0,87.0,387.97,0.1,9.75,44.19,4045.39,0.13,224.74,20,0,1,0,9.0,16.0,48.0,41.0,7.0,False
76215,11.0,2.0,1.0,2.0,23.0,89.86,0.11,9.0,9.98,808.73,0.03,44.93,8,0,1,0,12.0,4.0,16.0,7.0,3.0,False
76216,29.0,2.0,1.0,2.0,67.0,337.97,0.13,7.75,43.61,2619.3,0.11,145.52,21,0,5,2,12.0,22.0,43.0,26.0,3.0,False
76217,13.0,3.0,1.0,3.0,30.0,117.21,0.12,8.25,14.21,966.96,0.04,53.72,7,0,2,0,9.0,6.0,19.0,11.0,5.0,False
76218,65.0,16.0,9.0,6.0,231.0,1310.33,0.03,30.83,40.37,43942.85,0.44,2441.27,53,1,8,0,20.0,24.0,130.0,99.0,31.0,False
76219,20.0,5.0,1.0,3.0,45.0,197.65,0.08,12.86,15.54,2451.71,0.07,136.21,15,0,2,0,9.0,7.0,29.0,20.0,9.0,False
76220,40.0,13.0,13.0,13.0,144.0,745.68,0.06,15.43,47.94,12070.13,0.25,670.56,33,0,5,0,15.0,27.0,87.0,59.0,25.0,False
76221,10.0,2.0,1.0,2.0,23.0,95.91,0.22,4.57,21.22,467.04,0.03,25.95,6,0,2,0,6.0,7.0,15.0,8.0,3.0,True
76222,18.0,3.0,1.0,2.0,56.0,249.73,0.09,11.0,22.7,2747.01,0.08,152.61,12,0,3,0,11.0,11.0,34.0,22.0,5.0,False
76223,15.0,3.0,1.0,3.0,35.0,140.55,0.16,6.14,23.79,1045.91,0.05,58.11,11,0,2,0,9.0,11.0,20.0,15.0,5.0,False
76224,26.0,3.0,1.0,2.0,81.0,406.24,0.09,11.14,33.32,4480.77,0.14,246.66,20,0,4,0,12.0,21.0,39.0,38.0,5.0,False
76225,13.0,2.0,1.0,2.0,30.0,114.22,0.22,4.5,26.43,642.17,0.04,35.68,8,0,3,0,7.0,8.0,18.0,12.0,3.0,False
76226,25.0,3.0,1.0,3.0,59.0,263.11,0.15,6.5,37.61,1595.53,0.09,88.64,17,0,4,0,8.0,14.0,36.0,23.0,5.0,False
76227,34.0,4.0,1.0,4.0,95.0,528.81,0.09,11.35,41.22,5290.82,0.18,293.93,21,2,5,0,12.0,25.0,52.0,43.0,7.0,True
76228,10.0,2.0,1.0,2.0,29.0,123.19,0.17,5.78,21.06,651.84,0.04,36.21,7,0,1,0,9.0,9.0,19.0,10.0,3.0,False
76229,11.0,3.0,1.0,2.0,29.0,120.93,0.12,8.36,14.12,967.42,0.04,53.75,9,0,0,0,9.0,7.0,17.0,13.0,5.0,False
76230,13.0,3.0,1.0,2.0,41.0,177.2,0.12,8.18,21.66,1449.79,0.06,80.55,11,0,0,0,10.0,11.0,21.0,20.0,5.0,False
76231,17.0,2.0,1.0,2.0,55.0,269.88,0.13,7.67,36.8,1979.11,0.09,109.95,13,0,3,0,12.0,18.0,33.0,22.0,3.0,True
76232,34.0,7.0,1.0,4.0,102.0,539.11,0.05,20.45,25.57,12267.61,0.18,681.53,31,0,1,0,19.0,19.0,63.0,43.0,12.0,True
76233,66.0,8.0,4.0,5.0,93.0,468.05,0.08,12.83,38.51,6740.64,0.16,374.48,36,12,15,0,14.0,23.0,55.0,42.0,15.0,False
76234,26.0,3.0,1.0,3.0,68.0,336.89,0.09,11.2,28.75,3717.69,0.11,206.54,20,0,4,0,14.0,15.0,42.0,26.0,5.0,True
76235,93.0,11.0,1.0,10.0,236.0,1372.96,0.03,31.94,42.0,50122.29,0.46,2784.57,66,1,16,0,21.0,24.0,147.0,83.0,21.0,True
76236,25.0,5.0,1.0,1.0,70.0,297.35,0.05,19.43,16.47,6371.89,0.11,353.99,19,0,1,4,12.0,7.0,45.0,25.0,9.0,True
76237,69.0,14.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,True
76238,6.0,2.0,1.0,1.0,25.0,95.18,0.16,6.3,13.3,527.95,0.03,29.33,4,0,0,0,9.0,5.0,16.0,7.0,3.0,False
76239,26.0,5.0,1.0,5.0,40.0,206.82,0.15,6.87,32.86,1592.51,0.07,88.47,23,0,1,0,11.0,15.0,28.0,18.0,9.0,False
76240,60.0,10.0,3.0,6.0,157.0,726.39,0.04,26.5,28.47,21996.08,0.24,1222.0,31,9,12,0,17.0,17.0,98.0,59.0,19.0,False
76241,73.0,9.0,3.0,8.0,312.0,1835.12,0.03,30.96,66.92,74695.41,0.71,4149.74,56,13,13,0,14.0,23.0,161.0,134.0,17.0,True
76242,8.0,1.0,1.0,1.0,23.0,92.0,0.27,3.67,25.57,343.81,0.03,19.1,6,0,0,0,6.0,9.0,13.0,11.0,1.0,False
76243,19.0,6.0,1.0,2.0,51.0,236.84,0.05,21.0,11.77,4797.27,0.08,266.51,15,0,2,0,13.0,7.0,33.0,18.0,11.0,False
76244,17.0,4.0,1.0,3.0,47.0,206.44,0.13,7.46,27.93,1960.07,0.07,108.89,14,0,1,0,11.0,13.0,28.0,19.0,7.0,False
76245,27.0,5.0,1.0,4.0,61.0,296.34,0.09,10.66,27.24,3212.94,0.1,178.5,20,0,5,0,13.0,17.0,34.0,27.0,9.0,False
76246,18.0,3.0,3.0,2.0,35.0,156.08,0.13,7.5,22.12,1092.04,0.05,60.67,12,2,1,0,11.0,11.0,20.0,15.0,5.0,False
76247,17.0,1.0,1.0,1.0,51.0,212.67,0.11,9.17,24.81,2457.09,0.07,136.5,11,0,4,0,11.0,12.0,35.0,19.0,1.0,False
76248,93.0,8.0,1.0,7.0,248.0,1381.65,0.04,22.34,77.55,35372.19,0.46,1965.12,65,12,11,0,24.0,47.0,153.0,91.0,15.0,False
76249,10.0,3.0,3.0,2.0,26.0,108.42,0.13,8.0,14.0,890.92,0.04,49.5,6,0,0,0,12.0,6.0,16.0,8.0,5.0,False
76250,70.0,8.0,6.0,5.0,168.0,927.62,0.08,12.61,80.2,12579.06,0.31,698.84,54,0,13,0,13.0,41.0,88.0,70.0,15.0,True
76251,7.0,1.0,1.0,1.0,24.0,79.73,0.3,3.33,29.95,269.58,0.03,14.98,5,0,0,0,5.0,6.0,12.0,12.0,1.0,False
76252,57.0,10.0,1.0,2.0,115.0,594.69,0.05,19.53,32.18,11852.91,0.2,658.5,44,0,5,0,16.0,17.0,71.0,42.0,19.0,True
76253,42.0,1.0,1.0,1.0,192.0,768.0,0.02,42.1,15.9,29568.0,0.26,1642.67,26,0,14,0,8.0,5.0,115.0,77.0,1.0,True
76254,30.0,4.0,1.0,4.0,55.0,264.4,0.09,11.5,22.88,3007.76,0.09,167.1,24,0,2,0,13.0,13.0,33.0,23.0,7.0,False
76255,16.0,2.0,1.0,2.0,32.0,142.7,0.15,6.87,21.4,960.75,0.05,53.38,13,0,2,1,11.0,12.0,19.0,13.0,3.0,False
76256,16.0,2.0,1.0,2.0,41.0,180.09,0.15,6.54,28.52,1267.37,0.06,70.41,10,0,4,0,10.0,13.0,22.0,19.0,3.0,False
76257,16.0,3.0,1.0,3.0,48.0,217.13,0.11,8.85,24.55,1920.77,0.07,106.71,10,1,2,0,10.0,13.0,25.0,23.0,5.0,False
76258,38.0,3.0,1.0,3.0,120.0,651.42,0.05,18.58,36.42,13824.4,0.22,768.91,27,3,5,0,19.0,23.0,68.0,46.0,5.0,False
76259,40.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,False
76260,41.0,2.0,1.0,2.0,57.0,271.03,0.15,6.53,41.5,1770.16,0.09,98.34,13,6,9,0,11.0,16.0,34.0,23.0,3.0,False
76261,90.0,17.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,False
76262,28.0,5.0,1.0,3.0,101.0,524.79,0.04,22.41,17.55,12524.14,0.17,695.58,19,0,5,0,17.0,11.0,102.0,29.0,9.0,False
76263,25.0,3.0,1.0,3.0,79.0,383.78,0.07,15.23,23.75,5520.8,0.13,306.71,18,0,4,0,12.0,13.0,48.0,31.0,5.0,False
